engine_temperature,tire_pressure,fuel_efficiency,speed,driving_distance,service_frequency,repair_cost,fault_type
88.72700594236812,30.221595146063436,9.046822734943625,93.81623953671183,285.9979391417964,3,549.4674788392769,Alternator Failure
117.53571532049581,34.5028113685403,8.987915196288,103.73451177530978,402.7161646499932,8,595.9155926392715,Fuel Injector Failure
106.59969709057026,38.4753500305169,11.625018322084147,60.03743190339992,380.0804648950795,7,768.2431950484663,Tire Wear
99.93292420985183,36.786698636914736,8.998184799398025,89.98992796855991,76.94995234688685,3,376.0415214177291,Alternator Failure
77.80093202212183,37.678733774337395,9.087798904514525,85.7396786514999,74.62473487073696,6,533.8811264656467,Suspension Issue
77.79972601681013,35.905400400528606,11.037593049671855,106.62643014306168,134.08718387245665,4,526.9162864797815,Air Conditioning Failure
72.90418060840997,36.30731877421423,9.79895936980216,112.48696483850084,180.5373631705186,11,639.4246422110748,Clutch Failure
113.30880728874675,38.190347818783835,11.106842227820724,40.972541718190946,204.2277907042413,5,579.6909753301107,Battery Drain
100.05575058716045,30.996016106310233,8.26146463025754,93.92159352470341,339.8486084166726,11,948.5332975092475,Suspension Issue
105.40362888980228,33.87309956371769,9.950284774693538,44.14686392957832,28.340216082917703,5,392.26493293360886,Brake Pads Wear
71.02922471479012,30.654513301835227,8.13445440073313,83.90869320618847,17.336352113033193,7,755.2762618592157,Exhaust System Failure
118.49549260809971,39.85201609595976,8.250612813821418,63.010618323494256,195.95528147195452,11,785.9047692675649,Exhaust System Failure
111.62213204002109,39.328712076239356,11.625749813377643,64.5421279617713,348.5818460689902,5,584.2472553361821,Oil Leak
80.61695553391381,28.473121736422073,8.55698148447038,68.23668027618852,96.71767147824129,11,792.4427348584179,Suspension Issue
79.09124836035502,36.46690207018826,10.129682729100868,89.70339592396881,320.75224062812583,3,512.8306964925207,Suspension Issue
79.17022549267169,39.10297980898799,9.644382410402827,66.72399725350154,129.91406897014974,10,907.863128906003,Engine Misfire
85.21211214797688,30.166904141528,9.38937330503537,98.61592404722244,443.0430544067582,5,616.2431175585772,Battery Drain
96.2378215816119,34.81534276663155,11.59933338274909,72.36219084590957,447.84497213330826,7,659.794672754221,Suspension Issue
91.5972509321058,38.9858595710565,8.087293587101957,45.46825602479669,148.64360214066323,5,504.793817441631,Alternator Failure
84.5614570099021,28.407351743029587,10.655158744702357,102.70078739872858,114.99687698162026,5,546.7954065210366,Engine Overheating
100.59264473611897,36.369043206962075,11.853577736854202,62.86066596741648,205.65198603311563,9,827.4294506964295,Timing Belt Failure
76.97469303260209,31.56818808847061,10.240672733847369,74.621350367941,120.26579259007435,3,522.4028384413737,Air Conditioning Failure
84.6072324267609,39.09275434451837,11.747289848132368,94.83551065775212,336.19192164585183,6,666.0424768971154,Electrical Wiring Issue
88.31809216468459,39.65269894198441,8.209031517144094,66.59649257189696,413.03234227414276,1,224.38495469454767,Radiator Leak
92.8034992108518,39.331197869361205,9.675173276296645,44.52685249173725,336.5460654556085,10,804.8219469716639,Engine Overheating
109.25879806965068,33.69057059988957,9.040631163848204,69.91368376102508,412.17522362467474,5,491.39579188805567,Oil Leak
79.98368910791798,38.34451181187176,10.923283859922918,115.55588661554427,198.49608110373705,8,774.7827165350266,Suspension Issue
95.71172192068059,38.134592782420846,11.925188361988987,91.33875178388465,78.15848535443043,5,485.69938049657213,Radiator Leak
99.62072844310212,31.829205678919067,9.02612024977699,93.71833189337656,368.97547369879607,9,798.1279082927756,Air Conditioning Failure
72.3225206359999,37.94698568980813,10.616698405896297,90.58257229101119,180.23725257077695,11,828.1961327687336,Air Conditioning Failure
100.37724259507192,28.44409161658591,8.792390531038961,55.919371116754945,335.63541261456623,6,412.74600963527564,Engine Misfire
78.52620618436458,35.155238541784634,10.26132101828644,73.4667091281824,135.32197099088285,8,798.3363969047126,Oil Leak
73.25257964926398,30.760106047452435,9.855729946753344,100.07518386906546,40.61481740333633,10,799.0050165033626,Starter Motor Fault
117.44427686266667,29.446802629327344,11.888021318526148,48.109831804252735,496.2908977438817,8,837.884431445361,Brake Fluid Leak
118.28160165372796,28.92343841955051,10.434109090785867,62.22822208717698,78.10075396529965,3,290.29656275577383,Electrical Wiring Issue
110.41986740582306,36.35546531053768,9.398025488347276,62.10552867726829,494.2104969817405,7,627.803428164638,Spark Plug Failure
85.23068845866854,32.078499565216795,8.456383139551733,74.56151420756048,488.63996628322366,7,628.2090026124856,Tire Wear
74.8836057003192,36.69720125834514,8.604987314939738,118.42949927537481,396.90905195401984,10,828.0290352346643,Electrical Wiring Issue
104.21165132560785,28.78427608958731,8.90126771980494,45.400203734705755,329.71148104099876,12,768.997790693999,Air Conditioning Failure
92.00762468698007,31.783484053967324,9.003866645361192,81.4960795504476,288.90352512554233,6,656.448054774657,Timing Belt Failure
76.10191174223894,34.47389550850404,11.40246423136455,54.349174560976834,433.05077268891733,12,1098.4357475908535,Air Conditioning Failure
94.75884550556351,37.488677978067564,10.2448911531301,117.65412363277953,144.71976080974397,7,705.4971500383856,Oil Leak
71.71942605576092,31.825030035184838,10.093563645497465,49.06428037819714,233.84060624243853,2,411.71610191394086,Starter Motor Fault
115.4660201039391,35.51069651724411,8.45907548747687,72.2880801889273,309.69498468325094,9,616.6725287836744,Oil Leak
82.93899908000084,38.63173297883424,11.44055877339774,99.03079878676849,205.59523793474554,10,732.4966737758847,Exhaust System Failure
103.1261142176991,35.39035825818765,10.891257212833935,96.36435424219562,213.74322704513398,10,803.9706370914099,Engine Overheating
85.58555380447055,30.795513697043607,8.270673447600007,73.81829095151458,165.1423337510422,1,295.7459517258541,Tire Wear
96.00340105889055,28.292809378678456,10.831340388919074,67.72193343621745,282.115908342268,1,457.9696896056513,Radiator Leak
97.33551396716399,38.44118648681116,10.174152869370584,71.80899028422965,425.287264007558,3,511.88516280612384,Coolant System Fault
79.24272277627635,28.255232930204645,8.326901382987113,61.142101052691146,100.76418900315642,3,716.0694798455576,Timing Belt Failure
118.47923138822793,38.49642007221039,9.833202566114625,56.42663509654398,467.2165193767207,1,261.56412886744874,Engine Overheating
108.75664116805572,34.347245608326546,9.938785148520187,78.6431758047112,344.5438268741148,12,910.6615358115224,Suspension Issue
116.97494707820945,39.268812382154756,8.663098160653103,61.482700485408586,411.6366063400151,7,518.3036303230172,Radiator Leak
114.74136752138244,37.58539882928399,11.78279258800113,62.99693319178001,278.0953463150058,4,291.247968704093,Brake Pads Wear
99.89499894055426,39.97520932640005,11.399901485922648,92.54048507796456,389.75835071203176,10,884.4773044542991,Radiator Leak
116.09371175115584,32.20854178542052,10.676089349316433,117.48298653599137,8.100198669733604,2,458.4891559158344,Electrical Wiring Issue
74.42462510259597,37.206259467173524,9.849182244002428,88.29097604475001,409.1902123897676,10,719.070691187966,Battery Drain
79.79914312095725,32.82317096331091,9.647062166338035,46.158357365197304,20.06942954268326,5,562.1314458488546,Timing Belt Failure
72.26136444552691,33.758507443646906,10.603893868603816,46.04668910832536,444.9566881814313,6,541.6951550506261,Clutch Failure
86.26651653816322,35.53006555862044,10.181727477627621,116.11385766764528,495.98137361932163,9,706.7242259305517,Timing Belt Failure
89.4338644844741,38.484125370236065,8.249092423527543,63.78326322458669,147.03373108838892,4,470.4127998504695,Tire Wear
83.5674515886948,39.80900163039154,10.050010595081327,47.36535888659803,105.15927814289682,2,317.5507614453052,Starter Motor Fault
111.43687545759647,37.219280966374214,11.225614468931358,87.92356697203053,382.68168192902033,5,490.17695024912615,Electrical Wiring Issue
87.83766633467947,33.01320138600801,9.836959510387832,89.89190226322128,126.51317046012662,3,385.51863932117675,Exhaust System Failure
84.04672548436903,33.05628402732484,8.207826310217074,91.88038560949505,432.7811915861017,2,441.70199213223583,Engine Misfire
97.13480415791243,36.8509876190667,11.145112797536132,61.392162228603304,51.42129607873835,12,632.7172433570076,Electrical Wiring Issue
77.04621124873813,30.86532574921963,8.805455128543898,41.208854737158006,62.97759818967913,1,326.50991463752786,Engine Overheating
110.10984903770199,29.325689357576735,9.034483339552155,117.20122955635775,489.5757775503078,10,693.9497742757679,Brake Fluid Leak
73.72753218398854,32.25546589168932,8.658825413729183,60.0714436552882,336.9194491350023,2,293.9182840868314,Timing Belt Failure
119.34434683002587,31.446867899848982,9.32086025948599,94.08210304420379,423.4436122144764,6,552.7856564443873,Alternator Failure
108.61223846483287,31.555697445471882,11.02700602275454,96.53038959029676,162.164688675759,8,707.2288662285193,Engine Misfire
79.93578407670861,30.80329301259892,10.077543438015748,88.80059336635885,338.2418747603022,3,431.5431121260702,Transmission Slippage
70.27610585618012,28.50511827563634,8.81952509660285,65.03259153709186,297.1209136542986,11,740.7937230608187,Brake Fluid Leak
110.77307142274171,28.214487216800965,11.511320312608163,61.68770030112526,301.5750600614735,9,830.4252957271021,Air Conditioning Failure
105.34286719238085,39.85266867683238,11.518327419806116,87.81346261621624,341.2662297688608,12,822.6881325879008,Air Conditioning Failure
106.45035840204937,33.13327760483035,11.482313700184028,109.28765068893532,287.6795865645493,9,686.7344319453132,Suspension Issue
108.56351733429729,32.611919765916184,8.955184845526157,115.73869831387165,214.53118465133298,2,432.3985175390868,Electrical Wiring Issue
73.70223258670453,36.15576739231684,9.804957376723952,48.47246435230061,137.96134719027341,8,735.9269373062456,Radiator Leak
87.92328642721363,30.61904665438077,11.9399586245635,52.38628900781759,384.290665456601,10,746.9162806702301,Engine Overheating
75.79345297625649,39.3995342074027,11.088049905239961,115.57890070264637,113.1362150015931,11,564.9169246488873,Spark Plug Failure
113.15517129377967,37.436140172986626,8.108669684902239,98.92281826678341,346.1771530772071,12,815.4014058896645,Clutch Failure
101.1649063413779,29.072932027747115,8.260818365041969,110.63950598638185,116.66641132466331,5,565.6915428522146,Timing Belt Failure
86.54490124263246,33.01096930941914,9.855725507249332,56.210610730827455,312.66508497722697,4,573.1213516019985,Fuel Injector Failure
73.17791751430119,38.54941969074598,11.63688082344624,87.00686968875215,373.5391335645145,10,801.1328728633198,Coolant System Fault
85.54911608578311,39.336784267496924,10.154807191810857,96.0911675533979,109.3569444532696,5,509.6233831954881,Radiator Leak
86.25916610133736,33.60881813499844,9.991250032137161,94.40895083575782,29.97165043065414,4,734.1592337937925,Alternator Failure
106.4803089169032,35.36093667052849,8.421894799826521,72.65213526933584,65.48687149708704,8,666.1859754702267,Coolant System Fault
101.87787356776066,30.004407353104902,10.627120418897176,41.23159133530468,302.99848363551274,4,567.5664122917877,Spark Plug Failure
114.36063712881634,39.89402351364372,11.288412642400901,86.63408454434105,424.72320311286774,10,679.7761769782568,Battery Drain
93.61074625809746,30.78006041660132,9.52168003003025,60.2481231343687,22.49841061771218,12,794.1169559958616,Oil Leak
75.97971229691508,39.31278128962151,11.10244740370131,76.02033969143122,367.0756295208231,6,673.2896093738157,Brake Pads Wear
105.66223936114974,35.79575978790842,11.857906615603246,116.60648120670538,170.65932297502607,2,516.5509168554215,Radiator Leak
108.03925243084487,35.29284153854631,8.815065836510756,71.92282541139477,239.26418495976125,5,515.7200165002241,Engine Overheating
98.06385987847482,34.1522621321981,10.093318524778965,107.18412853315414,464.4297749227828,6,421.7518940072855,Starter Motor Fault
108.54835899772806,30.768037740613103,9.148551832338303,55.083248459940094,165.98575236792274,5,536.8532600059559,Oil Leak
94.68977981821953,30.118336384066097,11.171417676135357,93.7968398420023,232.66846696974304,12,925.857626412416,Transmission Slippage
96.1366414690997,30.645834508842103,10.31037346352463,118.16055635511547,6.841207380340553,2,415.20572341466817,Brake Pads Wear
91.37705091792748,30.237259145731056,10.538329670201215,48.15144806983494,40.799360002419185,7,598.82257717111,Exhaust System Failure
71.27095633720477,37.355013682801044,11.191656638463577,40.66559537817536,129.29579556739202,4,492.0626980814945,Radiator Leak
75.39457134966523,32.20150311000076,9.58388189064982,74.68662341060914,13.926120410537202,8,626.8319332366062,Spark Plug Failure
71.57145928433671,28.694112118760756,11.660360273628173,47.41003864410938,315.68766302412547,7,543.2783976412167,Radiator Leak
101.82052056318902,39.629231561689735,10.13211546898456,99.8707479740985,213.19917840081126,7,734.8852271390529,Transmission Slippage
85.71779905381634,38.605430619561105,8.631819291341392,113.16389310788472,274.072601364011,9,762.9777129510709,Tire Wear
95.42853455823514,39.133027398342556,10.78359647267521,74.7216778167007,87.32359294816477,1,344.9705758927828,Electrical Wiring Issue
115.37832369630465,39.93889387175722,11.173045401753019,60.69693137243527,147.96601471830806,10,762.4152556444126,Transmission Slippage
82.46461145744375,30.086742990633848,9.267046708270106,74.75226552052878,331.91223742636254,6,582.8292250490782,Spark Plug Failure
90.51914615178148,32.754904226831904,11.428717027995011,97.87582542800008,482.6513618151999,6,624.3262778698753,Alternator Failure
107.77755692715243,37.09886170844909,11.624573019063066,40.72433292642968,25.2083868011046,6,785.2006768745704,Alternator Failure
81.43990827458113,36.35224741664551,9.107617949511235,87.15631915877577,445.19216042763304,12,968.5789597016476,Brake Pads Wear
73.84899549143965,29.84675087607826,11.934085890860889,89.06333479099033,288.4406006556042,6,539.3154183127001,Engine Misfire
84.4875726456884,37.78999749988741,8.562846112195034,91.01505975167484,281.95978337781185,12,836.9561526559769,Air Conditioning Failure
78.06106436270022,30.693286862039926,8.80806267360996,59.36176639847018,250.13926760388017,10,718.1591512345843,Alternator Failure
116.48488261712865,30.685811377871477,8.736899356952105,97.12421787025013,34.69704295209169,7,633.0714516078153,Suspension Issue
110.40601897822086,34.44369307472096,11.575958840031483,47.31131890654211,44.93842586808034,10,730.1096509282936,Exhaust System Failure
101.67018782552117,35.11527921810044,10.617170209299847,55.94162691734407,300.456002829543,6,656.1410738743637,Electrical Wiring Issue
113.57302950938589,34.961034494053735,8.608417132889091,110.19760373235856,170.47928571777916,1,90.10485868018395,Oil Leak
110.18360384495573,29.09784204877306,9.761293673473396,99.09785205812531,458.6340332888403,3,508.05889565884996,Clutch Failure
79.32850294430179,38.52953035156456,10.461192100279208,41.09964432090762,203.29526867973613,2,434.73690877211226,Fuel Injector Failure
114.62794992449889,31.18720051106447,8.333856339957533,59.87010082958402,71.64072935132054,6,728.299438906442,Engine Overheating
96.96711209578254,29.55417905539365,11.529665473629354,57.15251863945316,357.359416751018,8,795.3391345230907,Coolant System Fault
